sample_id,center_id,dna_sample_id,path_r1,path_r2
S2_20_2,S2,20_2,data/s2/reads/raw/D05_S48_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D05_S48_CIDNS200509-022_R2_001.fastq.gz
S2_20_3,S2,20_3,data/s2/reads/raw/H10_S8_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/H10_S8_CIDNXS20200524-025_R2_001.fastq.gz
S2_20_4,S2,20_4,data/s2/reads/raw/H06_S21_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H06_S21_CIDNS200518-023_R2_001.fastq.gz
S2_21_1,S2,21_1,data/s2/reads/raw/G10_S7_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/G10_S7_CIDNXS20200524-025_R2_001.fastq.gz
S2_21_2,S2,21_2,data/s2/reads/raw/E11_S13_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/E11_S13_CIDNXS20200524-025_R2_001.fastq.gz
S2_21_3,S2,21_3,data/s2/reads/raw/B06_S15_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B06_S15_CIDNS200518-023_R2_001.fastq.gz
S2_21_4,S2,21_4,data/s2/reads/raw/D03_S32_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D03_S32_CIDNS200509-022_R2_001.fastq.gz
S2_22_1,S2,22_1,data/s2/reads/raw/G09_S44_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/G09_S44_CIDNS200518-023_R2_001.fastq.gz
S2_22_2,S2,22_2,data/s2/reads/raw/D11_S12_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/D11_S12_CIDNXS20200524-025_R2_001.fastq.gz
S2_22_3,S2,22_3,data/s2/reads/raw/H04_S44_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H04_S44_CIDNS200509-022_R2_001.fastq.gz
S2_22_4,S2,22_4,data/s2/reads/raw/E04_S41_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E04_S41_CIDNS200509-022_R2_001.fastq.gz
S2_23_1,S2,23_1,data/s2/reads/raw/F07_S27_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/F07_S27_CIDNS200518-023_R2_001.fastq.gz
S2_23_2,S2,23_2,data/s2/reads/raw/C11_S11_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/C11_S11_CIDNXS20200524-025_R2_001.fastq.gz
S2_23_3,S2,23_3,data/s2/reads/raw/H09_S45_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H09_S45_CIDNS200518-023_R2_001.fastq.gz
S2_23_4,S2,23_4,data/s2/reads/raw/H07_S29_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/H07_S29_CIDNS200518-023_R2_001.fastq.gz
S2_24_1,S2,24_1,data/s2/reads/raw/A09_S38_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A09_S38_CIDNS200518-023_R2_001.fastq.gz
S2_24_2,S2,24_2,data/s2/reads/raw/A06_S14_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A06_S14_CIDNS200518-023_R2_001.fastq.gz
S2_25_1,S2,25_1,data/s2/reads/raw/G02_S27_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G02_S27_CIDNS200509-022_R2_001.fastq.gz
S2_25_2,S2,25_2,data/s2/reads/raw/B07_S23_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B07_S23_CIDNS200518-023_R2_001.fastq.gz
S2_26_1,S2,26_1,data/s2/reads/raw/H01_S20_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/H01_S20_CIDNS200509-022_R2_001.fastq.gz
S2_26_2,S2,26_2,data/s2/reads/raw/D04_S40_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D04_S40_CIDNS200509-022_R2_001.fastq.gz
S2_26_3,S2,26_3,data/s2/reads/raw/D08_S33_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D08_S33_CIDNS200518-023_R2_001.fastq.gz
S2_26_4,S2,26_4,data/s2/reads/raw/A07_S22_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A07_S22_CIDNS200518-023_R2_001.fastq.gz
