center_id,dna_sample_id,file,path,read
S1,19_1,19_1.fastq.gz,data/s1/reads/raw/19_1.fastq.gz,NA
S1,19_2,19_2.fastq.gz,data/s1/reads/raw/19_2.fastq.gz,NA
S1,19_3,19_3.fastq.gz,data/s1/reads/raw/19_3.fastq.gz,NA
S1,19_4,19_4.fastq.gz,data/s1/reads/raw/19_4.fastq.gz,NA
S1,1_1,1_1.fastq.gz,data/s1/reads/raw/1_1.fastq.gz,NA
S1,1_2,1_2.fastq.gz,data/s1/reads/raw/1_2.fastq.gz,NA
S1,20_1,20_1.fastq.gz,data/s1/reads/raw/20_1.fastq.gz,NA
S1,20_2,20_2.fastq.gz,data/s1/reads/raw/20_2.fastq.gz,NA
S1,21_1,21_1.fastq.gz,data/s1/reads/raw/21_1.fastq.gz,NA
S1,21_2,21_2.fastq.gz,data/s1/reads/raw/21_2.fastq.gz,NA
S1,21_3,21_3.fastq.gz,data/s1/reads/raw/21_3.fastq.gz,NA
S1,21_4,21_4.fastq.gz,data/s1/reads/raw/21_4.fastq.gz,NA
S1,22_1,22_1.fastq.gz,data/s1/reads/raw/22_1.fastq.gz,NA
S1,22_2,22_2.fastq.gz,data/s1/reads/raw/22_2.fastq.gz,NA
S1,22_3,22_3.fastq.gz,data/s1/reads/raw/22_3.fastq.gz,NA
S1,22_4,22_4.fastq.gz,data/s1/reads/raw/22_4.fastq.gz,NA
S1,23_1,23_1.fastq.gz,data/s1/reads/raw/23_1.fastq.gz,NA
S1,23_2,23_2.fastq.gz,data/s1/reads/raw/23_2.fastq.gz,NA
S1,24_1,24_1.fastq.gz,data/s1/reads/raw/24_1.fastq.gz,NA
S1,24_2,24_2.fastq.gz,data/s1/reads/raw/24_2.fastq.gz,NA
S1,25_1,25_1.fastq.gz,data/s1/reads/raw/25_1.fastq.gz,NA
S1,25_2,25_2.fastq.gz,data/s1/reads/raw/25_2.fastq.gz,NA
S1,26_1,26_1.fastq.gz,data/s1/reads/raw/26_1.fastq.gz,NA
S1,26_2,26_2.fastq.gz,data/s1/reads/raw/26_2.fastq.gz,NA
S1,26_3,26_3.fastq.gz,data/s1/reads/raw/26_3.fastq.gz,NA
S1,26_4,26_4.fastq.gz,data/s1/reads/raw/26_4.fastq.gz,NA
S1,2_1,2_1.fastq.gz,data/s1/reads/raw/2_1.fastq.gz,NA
S1,2_2,2_2.fastq.gz,data/s1/reads/raw/2_2.fastq.gz,NA
S1,2_3,2_3.fastq.gz,data/s1/reads/raw/2_3.fastq.gz,NA
S1,2_4,2_4.fastq.gz,data/s1/reads/raw/2_4.fastq.gz,NA
S1,3_1,3_1.fastq.gz,data/s1/reads/raw/3_1.fastq.gz,NA
S1,3_2,3_2.fastq.gz,data/s1/reads/raw/3_2.fastq.gz,NA
S1,3_3,3_3.fastq.gz,data/s1/reads/raw/3_3.fastq.gz,NA
S1,3_4,3_4.fastq.gz,data/s1/reads/raw/3_4.fastq.gz,NA
S1,4_1,4_1.fastq.gz,data/s1/reads/raw/4_1.fastq.gz,NA
S1,4_2,4_2.fastq.gz,data/s1/reads/raw/4_2.fastq.gz,NA
S1,4_3,4_3.fastq.gz,data/s1/reads/raw/4_3.fastq.gz,NA
S1,4_4,4_4.fastq.gz,data/s1/reads/raw/4_4.fastq.gz,NA
S1,5_1,5_1.fastq.gz,data/s1/reads/raw/5_1.fastq.gz,NA
S1,5_2,5_2.fastq.gz,data/s1/reads/raw/5_2.fastq.gz,NA
S1,5_3,5_3.fastq.gz,data/s1/reads/raw/5_3.fastq.gz,NA
S1,5_4,5_4.fastq.gz,data/s1/reads/raw/5_4.fastq.gz,NA
S1,6_1,6_1.fastq.gz,data/s1/reads/raw/6_1.fastq.gz,NA
S1,6_2,6_2.fastq.gz,data/s1/reads/raw/6_2.fastq.gz,NA
S1,6_3,6_3.fastq.gz,data/s1/reads/raw/6_3.fastq.gz,NA
S1,6_4,6_4.fastq.gz,data/s1/reads/raw/6_4.fastq.gz,NA
S1,7_1,7_1.fastq.gz,data/s1/reads/raw/7_1.fastq.gz,NA
S1,7_2,7_2.fastq.gz,data/s1/reads/raw/7_2.fastq.gz,NA
S1,7_3,7_3.fastq.gz,data/s1/reads/raw/7_3.fastq.gz,NA
S1,7_4,7_4.fastq.gz,data/s1/reads/raw/7_4.fastq.gz,NA
S1,8_1,8_1.fastq.gz,data/s1/reads/raw/8_1.fastq.gz,NA
S1,8_2,8_2.fastq.gz,data/s1/reads/raw/8_2.fastq.gz,NA
S1,9_1,9_1.fastq.gz,data/s1/reads/raw/9_1.fastq.gz,NA
S1,9_2,9_2.fastq.gz,data/s1/reads/raw/9_2.fastq.gz,NA
S1,9_3,9_3.fastq.gz,data/s1/reads/raw/9_3.fastq.gz,NA
S1,9_4,9_4.fastq.gz,data/s1/reads/raw/9_4.fastq.gz,NA
S2,5_1,A01_S13_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/A01_S13_CIDNS200509-022_R1_001.fastq.gz,R1
S2,5_1,A01_S13_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/A01_S13_CIDNS200509-022_R2_001.fastq.gz,R2
S2,4_3,A02_S21_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/A02_S21_CIDNS200509-022_R1_001.fastq.gz,R1
S2,4_3,A02_S21_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/A02_S21_CIDNS200509-022_R2_001.fastq.gz,R2
S2,2_3,A03_S29_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/A03_S29_CIDNS200509-022_R1_001.fastq.gz,R1
S2,2_3,A03_S29_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/A03_S29_CIDNS200509-022_R2_001.fastq.gz,R2
S2,17_3,A04_S37_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/A04_S37_CIDNS200509-022_R1_001.fastq.gz,R1
S2,17_3,A04_S37_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/A04_S37_CIDNS200509-022_R2_001.fastq.gz,R2
S2,7_2,A05_S45_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/A05_S45_CIDNS200509-022_R1_001.fastq.gz,R1
S2,7_2,A05_S45_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/A05_S45_CIDNS200509-022_R2_001.fastq.gz,R2
S2,24_2,A06_S14_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A06_S14_CIDNS200518-023_R1_001.fastq.gz,R1
S2,24_2,A06_S14_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/A06_S14_CIDNS200518-023_R2_001.fastq.gz,R2
S2,26_4,A07_S22_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A07_S22_CIDNS200518-023_R1_001.fastq.gz,R1
S2,26_4,A07_S22_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/A07_S22_CIDNS200518-023_R2_001.fastq.gz,R2
S2,15_1,A08_S30_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A08_S30_CIDNS200518-023_R1_001.fastq.gz,R1
S2,15_1,A08_S30_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/A08_S30_CIDNS200518-023_R2_001.fastq.gz,R2
S2,24_1,A09_S38_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/A09_S38_CIDNS200518-023_R1_001.fastq.gz,R1
S2,24_1,A09_S38_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/A09_S38_CIDNS200518-023_R2_001.fastq.gz,R2
S2,15_2,A10_S1_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/A10_S1_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,15_2,A10_S1_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/A10_S1_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,9_4,A11_S9_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/A11_S9_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,9_4,A11_S9_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/A11_S9_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,12_2,A12_S16_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/A12_S16_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,12_2,A12_S16_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/A12_S16_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,11_4,B01_S14_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/B01_S14_CIDNS200509-022_R1_001.fastq.gz,R1
S2,11_4,B01_S14_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/B01_S14_CIDNS200509-022_R2_001.fastq.gz,R2
S2,10_2,B02_S22_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/B02_S22_CIDNS200509-022_R1_001.fastq.gz,R1
S2,10_2,B02_S22_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/B02_S22_CIDNS200509-022_R2_001.fastq.gz,R2
S2,7_3,B03_S30_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/B03_S30_CIDNS200509-022_R1_001.fastq.gz,R1
S2,7_3,B03_S30_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/B03_S30_CIDNS200509-022_R2_001.fastq.gz,R2
S2,10_1,B04_S38_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/B04_S38_CIDNS200509-022_R1_001.fastq.gz,R1
S2,10_1,B04_S38_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/B04_S38_CIDNS200509-022_R2_001.fastq.gz,R2
S2,17_2,B05_S46_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/B05_S46_CIDNS200509-022_R1_001.fastq.gz,R1
S2,17_2,B05_S46_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/B05_S46_CIDNS200509-022_R2_001.fastq.gz,R2
S2,21_3,B06_S15_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B06_S15_CIDNS200518-023_R1_001.fastq.gz,R1
S2,21_3,B06_S15_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/B06_S15_CIDNS200518-023_R2_001.fastq.gz,R2
S2,25_2,B07_S23_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B07_S23_CIDNS200518-023_R1_001.fastq.gz,R1
S2,25_2,B07_S23_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/B07_S23_CIDNS200518-023_R2_001.fastq.gz,R2
S2,12_1,B08_S31_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B08_S31_CIDNS200518-023_R1_001.fastq.gz,R1
S2,12_1,B08_S31_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/B08_S31_CIDNS200518-023_R2_001.fastq.gz,R2
S2,10_3,B09_S39_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/B09_S39_CIDNS200518-023_R1_001.fastq.gz,R1
S2,10_3,B09_S39_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/B09_S39_CIDNS200518-023_R2_001.fastq.gz,R2
S2,8_1,B10_S2_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/B10_S2_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,8_1,B10_S2_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/B10_S2_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,4_4,B11_S10_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/B11_S10_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,4_4,B11_S10_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/B11_S10_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,18_4,B12_S17_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/B12_S17_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,18_4,B12_S17_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/B12_S17_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,19_1,C01_S15_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/C01_S15_CIDNS200509-022_R1_001.fastq.gz,R1
S2,19_1,C01_S15_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/C01_S15_CIDNS200509-022_R2_001.fastq.gz,R2
S2,16_3,C02_S23_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/C02_S23_CIDNS200509-022_R1_001.fastq.gz,R1
S2,16_3,C02_S23_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/C02_S23_CIDNS200509-022_R2_001.fastq.gz,R2
S2,5_3,C03_S31_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/C03_S31_CIDNS200509-022_R1_001.fastq.gz,R1
S2,5_3,C03_S31_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/C03_S31_CIDNS200509-022_R2_001.fastq.gz,R2
S2,1_1,C04_S39_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/C04_S39_CIDNS200509-022_R1_001.fastq.gz,R1
S2,1_1,C04_S39_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/C04_S39_CIDNS200509-022_R2_001.fastq.gz,R2
S2,20_1,C05_S47_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/C05_S47_CIDNS200509-022_R1_001.fastq.gz,R1
S2,20_1,C05_S47_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/C05_S47_CIDNS200509-022_R2_001.fastq.gz,R2
S2,14_1,C06_S16_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/C06_S16_CIDNS200518-023_R1_001.fastq.gz,R1
S2,14_1,C06_S16_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/C06_S16_CIDNS200518-023_R2_001.fastq.gz,R2
S2,4_1,C07_S24_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/C07_S24_CIDNS200518-023_R1_001.fastq.gz,R1
S2,4_1,C07_S24_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/C07_S24_CIDNS200518-023_R2_001.fastq.gz,R2
S2,18_3,C08_S32_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/C08_S32_CIDNS200518-023_R1_001.fastq.gz,R1
S2,18_3,C08_S32_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/C08_S32_CIDNS200518-023_R2_001.fastq.gz,R2
S2,13_1,C09_S40_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/C09_S40_CIDNS200518-023_R1_001.fastq.gz,R1
S2,13_1,C09_S40_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/C09_S40_CIDNS200518-023_R2_001.fastq.gz,R2
S2,6_3,C10_S3_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/C10_S3_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,6_3,C10_S3_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/C10_S3_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,23_2,C11_S11_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/C11_S11_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,23_2,C11_S11_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/C11_S11_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,15_3,C12_S18_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/C12_S18_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,15_3,C12_S18_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/C12_S18_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,5_2,D01_S16_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D01_S16_CIDNS200509-022_R1_001.fastq.gz,R1
S2,5_2,D01_S16_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/D01_S16_CIDNS200509-022_R2_001.fastq.gz,R2
S2,16_4,D02_S46_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D02_S46_CIDNS200518-023_R1_001.fastq.gz,R1
S2,16_4,D02_S46_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/D02_S46_CIDNS200518-023_R2_001.fastq.gz,R2
S2,21_4,D03_S32_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D03_S32_CIDNS200509-022_R1_001.fastq.gz,R1
S2,21_4,D03_S32_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/D03_S32_CIDNS200509-022_R2_001.fastq.gz,R2
S2,26_2,D04_S40_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D04_S40_CIDNS200509-022_R1_001.fastq.gz,R1
S2,26_2,D04_S40_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/D04_S40_CIDNS200509-022_R2_001.fastq.gz,R2
S2,20_2,D05_S48_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/D05_S48_CIDNS200509-022_R1_001.fastq.gz,R1
S2,20_2,D05_S48_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/D05_S48_CIDNS200509-022_R2_001.fastq.gz,R2
S2,19_4,D06_S17_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D06_S17_CIDNS200518-023_R1_001.fastq.gz,R1
S2,19_4,D06_S17_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/D06_S17_CIDNS200518-023_R2_001.fastq.gz,R2
S2,14_3,D07_S25_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D07_S25_CIDNS200518-023_R1_001.fastq.gz,R1
S2,14_3,D07_S25_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/D07_S25_CIDNS200518-023_R2_001.fastq.gz,R2
S2,26_3,D08_S33_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D08_S33_CIDNS200518-023_R1_001.fastq.gz,R1
S2,26_3,D08_S33_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/D08_S33_CIDNS200518-023_R2_001.fastq.gz,R2
S2,19_3,D09_S41_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/D09_S41_CIDNS200518-023_R1_001.fastq.gz,R1
S2,19_3,D09_S41_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/D09_S41_CIDNS200518-023_R2_001.fastq.gz,R2
S2,3_1,D10_S4_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/D10_S4_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,3_1,D10_S4_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/D10_S4_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,22_2,D11_S12_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/D11_S12_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,22_2,D11_S12_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/D11_S12_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,18_1,D12_S19_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/D12_S19_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,18_1,D12_S19_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/D12_S19_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,6_4,E01_S17_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E01_S17_CIDNS200509-022_R1_001.fastq.gz,R1
S2,6_4,E01_S17_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/E01_S17_CIDNS200509-022_R2_001.fastq.gz,R2
S2,5_4,E02_S25_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E02_S25_CIDNS200509-022_R1_001.fastq.gz,R1
S2,5_4,E02_S25_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/E02_S25_CIDNS200509-022_R2_001.fastq.gz,R2
S2,9_2,E03_S33_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E03_S33_CIDNS200509-022_R1_001.fastq.gz,R1
S2,9_2,E03_S33_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/E03_S33_CIDNS200509-022_R2_001.fastq.gz,R2
S2,22_4,E04_S41_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E04_S41_CIDNS200509-022_R1_001.fastq.gz,R1
S2,22_4,E04_S41_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/E04_S41_CIDNS200509-022_R2_001.fastq.gz,R2
S2,2_2,E05_S49_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/E05_S49_CIDNS200509-022_R1_001.fastq.gz,R1
S2,2_2,E05_S49_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/E05_S49_CIDNS200509-022_R2_001.fastq.gz,R2
S2,19_2,E06_S18_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/E06_S18_CIDNS200518-023_R1_001.fastq.gz,R1
S2,19_2,E06_S18_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/E06_S18_CIDNS200518-023_R2_001.fastq.gz,R2
S2,14_4,E07_S26_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/E07_S26_CIDNS200518-023_R1_001.fastq.gz,R1
S2,14_4,E07_S26_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/E07_S26_CIDNS200518-023_R2_001.fastq.gz,R2
S2,9_3,E08_S34_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/E08_S34_CIDNS200518-023_R1_001.fastq.gz,R1
S2,9_3,E08_S34_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/E08_S34_CIDNS200518-023_R2_001.fastq.gz,R2
S2,16_2,E09_S42_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/E09_S42_CIDNS200518-023_R1_001.fastq.gz,R1
S2,16_2,E09_S42_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/E09_S42_CIDNS200518-023_R2_001.fastq.gz,R2
S2,3_4,E10_S5_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/E10_S5_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,3_4,E10_S5_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/E10_S5_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,21_2,E11_S13_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/E11_S13_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,21_2,E11_S13_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/E11_S13_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,3_2,E12_S20_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/E12_S20_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,3_2,E12_S20_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/E12_S20_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,14_2,F01_S18_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/F01_S18_CIDNS200509-022_R1_001.fastq.gz,R1
S2,14_2,F01_S18_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/F01_S18_CIDNS200509-022_R2_001.fastq.gz,R2
S2,16_1,F02_S26_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/F02_S26_CIDNS200509-022_R1_001.fastq.gz,R1
S2,16_1,F02_S26_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/F02_S26_CIDNS200509-022_R2_001.fastq.gz,R2
S2,7_4,F03_S34_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/F03_S34_CIDNS200509-022_R1_001.fastq.gz,R1
S2,7_4,F03_S34_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/F03_S34_CIDNS200509-022_R2_001.fastq.gz,R2
S2,13_2,F04_S42_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/F04_S42_CIDNS200509-022_R1_001.fastq.gz,R1
S2,13_2,F04_S42_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/F04_S42_CIDNS200509-022_R2_001.fastq.gz,R2
S2,4_2,F05_S50_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/F05_S50_CIDNS200509-022_R1_001.fastq.gz,R1
S2,4_2,F05_S50_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/F05_S50_CIDNS200509-022_R2_001.fastq.gz,R2
S2,8_2,F06_S19_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/F06_S19_CIDNS200518-023_R1_001.fastq.gz,R1
S2,8_2,F06_S19_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/F06_S19_CIDNS200518-023_R2_001.fastq.gz,R2
S2,23_1,F07_S27_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/F07_S27_CIDNS200518-023_R1_001.fastq.gz,R1
S2,23_1,F07_S27_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/F07_S27_CIDNS200518-023_R2_001.fastq.gz,R2
S2,17_1,F08_S35_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/F08_S35_CIDNS200518-023_R1_001.fastq.gz,R1
S2,17_1,F08_S35_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/F08_S35_CIDNS200518-023_R2_001.fastq.gz,R2
S2,1_2,F09_S43_CIDNS200518-023_R1_001.fastq.gz,data/s2/reads/raw/F09_S43_CIDNS200518-023_R1_001.fastq.gz,R1
S2,1_2,F09_S43_CIDNS200518-023_R2_001.fastq.gz,data/s2/reads/raw/F09_S43_CIDNS200518-023_R2_001.fastq.gz,R2
S2,11_3,F10_S6_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/F10_S6_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,11_3,F10_S6_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/F10_S6_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,17_4,F11_S14_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/F11_S14_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,17_4,F11_S14_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/F11_S14_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,9_1,F12_S21_CIDNXS20200524-025_R1_001.fastq.gz,data/s2/reads/raw/F12_S21_CIDNXS20200524-025_R1_001.fastq.gz,R1
S2,9_1,F12_S21_CIDNXS20200524-025_R2_001.fastq.gz,data/s2/reads/raw/F12_S21_CIDNXS20200524-025_R2_001.fastq.gz,R2
S2,6_1,G01_S19_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G01_S19_CIDNS200509-022_R1_001.fastq.gz,R1
S2,6_1,G01_S19_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/G01_S19_CIDNS200509-022_R2_001.fastq.gz,R2
S2,25_1,G02_S27_CIDNS200509-022_R1_001.fastq.gz,data/s2/reads/raw/G02_S27_CIDNS200509-022_R1_001.fastq.gz,R1
S2,25_1,G02_S27_CIDNS200509-022_R2_001.fastq.gz,data/s2/reads/raw/G02_S27_CIDNS200509-022_R2_001.fastq.gz,R2
